,Time,Hexagon,Buckets,Radius,Device,Percentage
119,Weekday,8843a0222bfffff,322,5.0,Combined,0.4440993788819876
120,Weekday,8843a02261fffff,322,0.01,Apple,0.049689440993788817
121,Weekday,8843a02261fffff,322,0.01,Samsung,0.16770186335403728
122,Weekday,8843a02261fffff,322,0.01,Combined,0.2080745341614907
123,Weekday,8843a02261fffff,322,0.1,Apple,0.22981366459627328
124,Weekday,8843a02261fffff,322,0.1,Samsung,0.32919254658385094
125,Weekday,8843a02261fffff,322,0.1,Combined,0.422360248447205
126,Weekday,8843a02261fffff,322,0.5,Apple,0.2577639751552795
127,Weekday,8843a02261fffff,322,0.5,Samsung,0.33229813664596275
128,Weekday,8843a02261fffff,322,0.5,Combined,0.4440993788819876
129,Weekday,8843a02261fffff,322,1.0,Apple,0.2608695652173913
130,Weekday,8843a02261fffff,322,1.0,Samsung,0.33229813664596275
131,Weekday,8843a02261fffff,322,1.0,Combined,0.4440993788819876
132,Weekday,8843a02261fffff,322,5.0,Apple,0.2608695652173913
133,Weekday,8843a02261fffff,322,5.0,Samsung,0.33229813664596275
134,Weekday,8843a02261fffff,322,5.0,Combined,0.4440993788819876
135,Weekday,8843a02289fffff,1010,0.01,Apple,0.053465346534653464
136,Weekday,8843a02289fffff,1010,0.01,Samsung,0.08712871287128712
137,Weekday,8843a02289fffff,1010,0.01,Combined,0.1316831683168317
138,Weekday,8843a02289fffff,1010,0.1,Apple,0.18118811881188118
139,Weekday,8843a02289fffff,1010,0.1,Samsung,0.1792079207920792
140,Weekday,8843a02289fffff,1010,0.1,Combined,0.2871287128712871
141,Weekday,8843a02289fffff,1010,0.5,Apple,0.2
142,Weekday,8843a02289fffff,1010,0.5,Samsung,0.1910891089108911
143,Weekday,8843a02289fffff,1010,0.5,Combined,0.3089108910891089
144,Weekday,8843a02289fffff,1010,1.0,Apple,0.200990099009901
145,Weekday,8843a02289fffff,1010,1.0,Samsung,0.19306930693069307
146,Weekday,8843a02289fffff,1010,1.0,Combined,0.3108910891089109
147,Weekday,8843a02289fffff,1010,5.0,Apple,0.20297029702970298
148,Weekday,8843a02289fffff,1010,5.0,Samsung,0.19702970297029704
149,Weekday,8843a02289fffff,1010,5.0,Combined,0.31683168316831684
150,Weekday,8843a022c7fffff,322,0.01,Apple,0.049689440993788817
151,Weekday,8843a022c7fffff,322,0.01,Samsung,0.16770186335403728
152,Weekday,8843a022c7fffff,322,0.01,Combined,0.2080745341614907
153,Weekday,8843a022c7fffff,322,0.1,Apple,0.22981366459627328
154,Weekday,8843a022c7fffff,322,0.1,Samsung,0.32919254658385094
155,Weekday,8843a022c7fffff,322,0.1,Combined,0.422360248447205
156,Weekday,8843a022c7fffff,322,0.5,Apple,0.2577639751552795
157,Weekday,8843a022c7fffff,322,0.5,Samsung,0.33229813664596275
158,Weekday,8843a022c7fffff,322,0.5,Combined,0.4440993788819876
159,Weekday,8843a022c7fffff,322,1.0,Apple,0.2608695652173913
160,Weekday,8843a022c7fffff,322,1.0,Samsung,0.33229813664596275
161,Weekday,8843a022c7fffff,322,1.0,Combined,0.4440993788819876
162,Weekday,8843a022c7fffff,322,5.0,Apple,0.2608695652173913
163,Weekday,8843a022c7fffff,322,5.0,Samsung,0.33229813664596275
164,Weekday,8843a022c7fffff,322,5.0,Combined,0.4440993788819876
165,Weekday,8843a035bdfffff,322,0.01,Apple,0.049689440993788817
166,Weekday,8843a035bdfffff,322,0.01,Samsung,0.16770186335403728
167,Weekday,8843a035bdfffff,322,0.01,Combined,0.2080745341614907
168,Weekday,8843a035bdfffff,322,0.1,Apple,0.22981366459627328
169,Weekday,8843a035bdfffff,322,0.1,Samsung,0.32919254658385094
170,Weekday,8843a035bdfffff,322,0.1,Combined,0.422360248447205
171,Weekday,8843a035bdfffff,322,0.5,Apple,0.2577639751552795
172,Weekday,8843a035bdfffff,322,0.5,Samsung,0.33229813664596275
173,Weekday,8843a035bdfffff,322,0.5,Combined,0.4440993788819876
174,Weekday,8843a035bdfffff,322,1.0,Apple,0.2608695652173913
175,Weekday,8843a035bdfffff,322,1.0,Samsung,0.33229813664596275
176,Weekday,8843a035bdfffff,322,1.0,Combined,0.4440993788819876
177,Weekday,8843a035bdfffff,322,5.0,Apple,0.2608695652173913
178,Weekday,8843a035bdfffff,322,5.0,Samsung,0.33229813664596275
179,Weekday,8843a035bdfffff,322,5.0,Combined,0.4440993788819876
180,Weekday,8843a02351fffff,322,0.01,Apple,0.049689440993788817
181,Weekday,8843a02351fffff,322,0.01,Samsung,0.16770186335403728
182,Weekday,8843a02351fffff,322,0.01,Combined,0.2080745341614907
183,Weekday,8843a02351fffff,322,0.1,Apple,0.22981366459627328
184,Weekday,8843a02351fffff,322,0.1,Samsung,0.32919254658385094
185,Weekday,8843a02351fffff,322,0.1,Combined,0.422360248447205
186,Weekday,8843a02351fffff,322,0.5,Apple,0.2577639751552795
187,Weekday,8843a02351fffff,322,0.5,Samsung,0.33229813664596275
188,Weekday,8843a02351fffff,322,0.5,Combined,0.4440993788819876
189,Weekday,8843a02351fffff,322,1.0,Apple,0.2608695652173913
190,Weekday,8843a02351fffff,322,1.0,Samsung,0.33229813664596275
191,Weekday,8843a02351fffff,322,1.0,Combined,0.4440993788819876
192,Weekday,8843a02351fffff,322,5.0,Apple,0.2608695652173913
193,Weekday,8843a02351fffff,322,5.0,Samsung,0.33229813664596275
194,Weekday,8843a02351fffff,322,5.0,Combined,0.4440993788819876
195,Weekday,8843a02041fffff,322,0.01,Apple,0.049689440993788817
196,Weekday,8843a02041fffff,322,0.01,Samsung,0.16770186335403728
197,Weekday,8843a02041fffff,322,0.01,Combined,0.2080745341614907
198,Weekday,8843a02041fffff,322,0.1,Apple,0.22981366459627328
199,Weekday,8843a02041fffff,322,0.1,Samsung,0.32919254658385094
200,Weekday,8843a02041fffff,322,0.1,Combined,0.422360248447205
201,Weekday,8843a02041fffff,322,0.5,Apple,0.2577639751552795
202,Weekday,8843a02041fffff,322,0.5,Samsung,0.33229813664596275
203,Weekday,8843a02041fffff,322,0.5,Combined,0.4440993788819876
204,Weekday,8843a02041fffff,322,1.0,Apple,0.2608695652173913
205,Weekday,8843a02041fffff,322,1.0,Samsung,0.33229813664596275
206,Weekday,8843a02041fffff,322,1.0,Combined,0.4440993788819876
207,Weekday,8843a02041fffff,322,5.0,Apple,0.2608695652173913
208,Weekday,8843a02041fffff,322,5.0,Samsung,0.33229813664596275
209,Weekday,8843a02041fffff,322,5.0,Combined,0.4440993788819876
210,Weekday,8843a02009fffff,322,0.01,Apple,0.049689440993788817
211,Weekday,8843a02009fffff,322,0.01,Samsung,0.16770186335403728
212,Weekday,8843a02009fffff,322,0.01,Combined,0.2080745341614907
213,Weekday,8843a02009fffff,322,0.1,Apple,0.22981366459627328
214,Weekday,8843a02009fffff,322,0.1,Samsung,0.32919254658385094
215,Weekday,8843a02009fffff,322,0.1,Combined,0.422360248447205
216,Weekday,8843a02009fffff,322,0.5,Apple,0.2577639751552795
217,Weekday,8843a02009fffff,322,0.5,Samsung,0.33229813664596275
218,Weekday,8843a02009fffff,322,0.5,Combined,0.4440993788819876
219,Weekday,8843a02009fffff,322,1.0,Apple,0.2608695652173913
220,Weekday,8843a02009fffff,322,1.0,Samsung,0.33229813664596275
221,Weekday,8843a02009fffff,322,1.0,Combined,0.4440993788819876
222,Weekday,8843a02009fffff,322,5.0,Apple,0.2608695652173913
223,Weekday,8843a02009fffff,322,5.0,Samsung,0.33229813664596275
224,Weekday,8843a02009fffff,322,5.0,Combined,0.4440993788819876
225,Weekday,8843a1594bfffff,322,0.01,Apple,0.049689440993788817
226,Weekday,8843a1594bfffff,322,0.01,Samsung,0.16770186335403728
227,Weekday,8843a1594bfffff,322,0.01,Combined,0.2080745341614907
228,Weekday,8843a1594bfffff,322,0.1,Apple,0.22981366459627328
229,Weekday,8843a1594bfffff,322,0.1,Samsung,0.32919254658385094
230,Weekday,8843a1594bfffff,322,0.1,Combined,0.422360248447205
231,Weekday,8843a1594bfffff,322,0.5,Apple,0.2577639751552795
232,Weekday,8843a1594bfffff,322,0.5,Samsung,0.33229813664596275
233,Weekday,8843a1594bfffff,322,0.5,Combined,0.4440993788819876
234,Weekday,8843a1594bfffff,322,1.0,Apple,0.2608695652173913
235,Weekday,8843a1594bfffff,322,1.0,Samsung,0.33229813664596275
236,Weekday,8843a1594bfffff,322,1.0,Combined,0.4440993788819876
237,Weekday,8843a1594bfffff,322,5.0,Apple,0.2608695652173913
238,Weekday,8843a1594bfffff,322,5.0,Samsung,0.33229813664596275
239,Weekday,8843a1594bfffff,322,5.0,Combined,0.4440993788819876
240,Weekday,8843a15943fffff,322,0.01,Apple,0.049689440993788817
241,Weekday,8843a15943fffff,322,0.01,Samsung,0.16770186335403728
242,Weekday,8843a15943fffff,322,0.01,Combined,0.2080745341614907
243,Weekday,8843a15943fffff,322,0.1,Apple,0.22981366459627328
244,Weekday,8843a15943fffff,322,0.1,Samsung,0.32919254658385094
245,Weekday,8843a15943fffff,322,0.1,Combined,0.422360248447205
246,Weekday,8843a15943fffff,322,0.5,Apple,0.2577639751552795
247,Weekday,8843a15943fffff,322,0.5,Samsung,0.33229813664596275
248,Weekday,8843a15943fffff,322,0.5,Combined,0.4440993788819876
249,Weekday,8843a15943fffff,322,1.0,Apple,0.2608695652173913
250,Weekday,8843a15943fffff,322,1.0,Samsung,0.33229813664596275
251,Weekday,8843a15943fffff,322,1.0,Combined,0.4440993788819876
252,Weekday,8843a15943fffff,322,5.0,Apple,0.2608695652173913
253,Weekday,8843a15943fffff,322,5.0,Samsung,0.33229813664596275
254,Weekday,8843a15943fffff,322,5.0,Combined,0.4440993788819876
255,Weekday,8843a15947fffff,322,0.01,Apple,0.049689440993788817
256,Weekday,8843a15947fffff,322,0.01,Samsung,0.16770186335403728
257,Weekday,8843a15947fffff,322,0.01,Combined,0.2080745341614907
258,Weekday,8843a15947fffff,322,0.1,Apple,0.22981366459627328
259,Weekday,8843a15947fffff,322,0.1,Samsung,0.32919254658385094
260,Weekday,8843a15947fffff,322,0.1,Combined,0.422360248447205
261,Weekday,8843a15947fffff,322,0.5,Apple,0.2577639751552795
262,Weekday,8843a15947fffff,322,0.5,Samsung,0.33229813664596275
263,Weekday,8843a15947fffff,322,0.5,Combined,0.4440993788819876
264,Weekday,8843a15947fffff,322,1.0,Apple,0.2608695652173913
265,Weekday,8843a15947fffff,322,1.0,Samsung,0.33229813664596275
266,Weekday,8843a15947fffff,322,1.0,Combined,0.4440993788819876
267,Weekday,8843a15947fffff,322,5.0,Apple,0.2608695652173913
268,Weekday,8843a15947fffff,322,5.0,Samsung,0.33229813664596275
269,Weekday,8843a15947fffff,322,5.0,Combined,0.4440993788819876
270,Weekday,88424d054dfffff,322,0.01,Apple,0.049689440993788817
271,Weekday,88424d054dfffff,322,0.01,Samsung,0.16770186335403728
272,Weekday,88424d054dfffff,322,0.01,Combined,0.2080745341614907
273,Weekday,88424d054dfffff,322,0.1,Apple,0.22981366459627328
274,Weekday,88424d054dfffff,322,0.1,Samsung,0.32919254658385094
275,Weekday,88424d054dfffff,322,0.1,Combined,0.422360248447205
276,Weekday,88424d054dfffff,322,0.5,Apple,0.2577639751552795
277,Weekday,88424d054dfffff,322,0.5,Samsung,0.33229813664596275
278,Weekday,88424d054dfffff,322,0.5,Combined,0.4440993788819876
279,Weekday,88424d054dfffff,322,1.0,Apple,0.2608695652173913
280,Weekday,88424d054dfffff,322,1.0,Samsung,0.33229813664596275
281,Weekday,88424d054dfffff,322,1.0,Combined,0.4440993788819876
282,Weekday,88424d054dfffff,322,5.0,Apple,0.2608695652173913
283,Weekday,88424d054dfffff,322,5.0,Samsung,0.33229813664596275
284,Weekday,88424d054dfffff,322,5.0,Combined,0.4440993788819876
285,Weekday,88424d3a4dfffff,322,0.01,Apple,0.049689440993788817
286,Weekday,88424d3a4dfffff,322,0.01,Samsung,0.16770186335403728
287,Weekday,88424d3a4dfffff,322,0.01,Combined,0.2080745341614907
288,Weekday,88424d3a4dfffff,322,0.1,Apple,0.22981366459627328
289,Weekday,88424d3a4dfffff,322,0.1,Samsung,0.32919254658385094
290,Weekday,88424d3a4dfffff,322,0.1,Combined,0.422360248447205
291,Weekday,88424d3a4dfffff,322,0.5,Apple,0.2577639751552795
292,Weekday,88424d3a4dfffff,322,0.5,Samsung,0.33229813664596275
293,Weekday,88424d3a4dfffff,322,0.5,Combined,0.4440993788819876
294,Weekday,88424d3a4dfffff,322,1.0,Apple,0.2608695652173913
295,Weekday,88424d3a4dfffff,322,1.0,Samsung,0.33229813664596275
296,Weekday,88424d3a4dfffff,322,1.0,Combined,0.4440993788819876
297,Weekday,88424d3a4dfffff,322,5.0,Apple,0.2608695652173913
298,Weekday,88424d3a4dfffff,322,5.0,Samsung,0.33229813664596275
299,Weekday,88424d3a4dfffff,322,5.0,Combined,0.4440993788819876
300,Weekday,882a1065a7fffff,803,0.01,Apple,0.12702366127023662
301,Weekday,882a1065a7fffff,803,0.01,Samsung,0.10087173100871731
302,Weekday,882a1065a7fffff,803,0.01,Combined,0.20049813200498132
303,Weekday,882a1065a7fffff,803,0.1,Apple,0.286425902864259
304,Weekday,882a1065a7fffff,803,0.1,Samsung,0.21419676214196762
305,Weekday,882a1065a7fffff,803,0.1,Combined,0.40348692403486924
306,Weekday,882a1065a7fffff,803,0.5,Apple,0.3001245330012453
307,Weekday,882a1065a7fffff,803,0.5,Samsung,0.23038605230386053
308,Weekday,882a1065a7fffff,803,0.5,Combined,0.4259028642590286
309,Weekday,882a1065a7fffff,803,1.0,Apple,0.3013698630136986
310,Weekday,882a1065a7fffff,803,1.0,Samsung,0.23163138231631383
311,Weekday,882a1065a7fffff,803,1.0,Combined,0.42839352428393523
312,Weekday,882a1065a7fffff,803,5.0,Apple,0.3013698630136986
313,Weekday,882a1065a7fffff,803,5.0,Samsung,0.2328767123287671
314,Weekday,882a1065a7fffff,803,5.0,Combined,0.42963885429638854
315,Weekday,882a1065a3fffff,803,0.01,Apple,0.12702366127023662
316,Weekday,882a1065a3fffff,803,0.01,Samsung,0.10087173100871731
317,Weekday,882a1065a3fffff,803,0.01,Combined,0.20049813200498132
318,Weekday,882a1065a3fffff,803,0.1,Apple,0.286425902864259
319,Weekday,882a1065a3fffff,803,0.1,Samsung,0.21419676214196762
320,Weekday,882a1065a3fffff,803,0.1,Combined,0.40348692403486924
321,Weekday,882a1065a3fffff,803,0.5,Apple,0.3001245330012453
322,Weekday,882a1065a3fffff,803,0.5,Samsung,0.23038605230386053
323,Weekday,882a1065a3fffff,803,0.5,Combined,0.4259028642590286
324,Weekday,882a1065a3fffff,803,1.0,Apple,0.3013698630136986
325,Weekday,882a1065a3fffff,803,1.0,Samsung,0.23163138231631383
326,Weekday,882a1065a3fffff,803,1.0,Combined,0.42839352428393523
327,Weekday,882a1065a3fffff,803,5.0,Apple,0.3013698630136986
328,Weekday,882a1065a3fffff,803,5.0,Samsung,0.2328767123287671
329,Weekday,882a1065a3fffff,803,5.0,Combined,0.42963885429638854
330,Weekday,882a1065bdfffff,803,0.01,Apple,0.12702366127023662
331,Weekday,882a1065bdfffff,803,0.01,Samsung,0.10087173100871731
332,Weekday,882a1065bdfffff,803,0.01,Combined,0.20049813200498132
333,Weekday,882a1065bdfffff,803,0.1,Apple,0.286425902864259
334,Weekday,882a1065bdfffff,803,0.1,Samsung,0.21419676214196762
335,Weekday,882a1065bdfffff,803,0.1,Combined,0.40348692403486924
336,Weekday,882a1065bdfffff,803,0.5,Apple,0.3001245330012453
337,Weekday,882a1065bdfffff,803,0.5,Samsung,0.23038605230386053
338,Weekday,882a1065bdfffff,803,0.5,Combined,0.4259028642590286
339,Weekday,882a1065bdfffff,803,1.0,Apple,0.3013698630136986
340,Weekday,882a1065bdfffff,803,1.0,Samsung,0.23163138231631383
341,Weekday,882a1065bdfffff,803,1.0,Combined,0.42839352428393523
342,Weekday,882a1065bdfffff,803,5.0,Apple,0.3013698630136986
343,Weekday,882a1065bdfffff,803,5.0,Samsung,0.2328767123287671
344,Weekday,882a1065bdfffff,803,5.0,Combined,0.42963885429638854
345,Weekday,882a138065fffff,803,0.01,Apple,0.12702366127023662
346,Weekday,882a138065fffff,803,0.01,Samsung,0.10087173100871731
347,Weekday,882a138065fffff,803,0.01,Combined,0.20049813200498132
348,Weekday,882a138065fffff,803,0.1,Apple,0.286425902864259
349,Weekday,882a138065fffff,803,0.1,Samsung,0.21419676214196762
350,Weekday,882a138065fffff,803,0.1,Combined,0.40348692403486924
351,Weekday,882a138065fffff,803,0.5,Apple,0.3001245330012453
352,Weekday,882a138065fffff,803,0.5,Samsung,0.23038605230386053
353,Weekday,882a138065fffff,803,0.5,Combined,0.4259028642590286
354,Weekday,882a138065fffff,803,1.0,Apple,0.3013698630136986
355,Weekday,882a138065fffff,803,1.0,Samsung,0.23163138231631383
356,Weekday,882a138065fffff,803,1.0,Combined,0.42839352428393523
357,Weekday,882a138065fffff,803,5.0,Apple,0.3013698630136986
358,Weekday,882a138065fffff,803,5.0,Samsung,0.2328767123287671
359,Weekday,882a138065fffff,803,5.0,Combined,0.42963885429638854
360,Weekday,882a138069fffff,803,0.01,Apple,0.12702366127023662
361,Weekday,882a138069fffff,803,0.01,Samsung,0.10087173100871731
362,Weekday,882a138069fffff,803,0.01,Combined,0.20049813200498132
363,Weekday,882a138069fffff,803,0.1,Apple,0.286425902864259
364,Weekday,882a138069fffff,803,0.1,Samsung,0.21419676214196762
365,Weekday,882a138069fffff,803,0.1,Combined,0.40348692403486924
366,Weekday,882a138069fffff,803,0.5,Apple,0.3001245330012453
367,Weekday,882a138069fffff,803,0.5,Samsung,0.23038605230386053
368,Weekday,882a138069fffff,803,0.5,Combined,0.4259028642590286
369,Weekday,882a138069fffff,803,1.0,Apple,0.3013698630136986
370,Weekday,882a138069fffff,803,1.0,Samsung,0.23163138231631383
371,Weekday,882a138069fffff,803,1.0,Combined,0.42839352428393523
372,Weekday,882a138069fffff,803,5.0,Apple,0.3013698630136986
373,Weekday,882a138069fffff,803,5.0,Samsung,0.2328767123287671
374,Weekday,882a138069fffff,803,5.0,Combined,0.42963885429638854
375,Weekday,882a1065b9fffff,803,0.01,Apple,0.12702366127023662
376,Weekday,882a1065b9fffff,803,0.01,Samsung,0.10087173100871731
377,Weekday,882a1065b9fffff,803,0.01,Combined,0.20049813200498132
378,Weekday,882a1065b9fffff,803,0.1,Apple,0.286425902864259
379,Weekday,882a1065b9fffff,803,0.1,Samsung,0.21419676214196762
380,Weekday,882a1065b9fffff,803,0.1,Combined,0.40348692403486924
381,Weekday,882a1065b9fffff,803,0.5,Apple,0.3001245330012453
382,Weekday,882a1065b9fffff,803,0.5,Samsung,0.23038605230386053
383,Weekday,882a1065b9fffff,803,0.5,Combined,0.4259028642590286
384,Weekday,882a1065b9fffff,803,1.0,Apple,0.3013698630136986
385,Weekday,882a1065b9fffff,803,1.0,Samsung,0.23163138231631383
386,Weekday,882a1065b9fffff,803,1.0,Combined,0.42839352428393523
387,Weekday,882a1065b9fffff,803,5.0,Apple,0.3013698630136986
388,Weekday,882a1065b9fffff,803,5.0,Samsung,0.2328767123287671
