,Hexagon,Density,Device,NumBuckets,Percentage
489,881f99cddbfffff,High Density,Apple,4,0.5
490,881f99cddbfffff,High Density,Samsung,4,0.75
491,881f99cddbfffff,High Density,Combined,4,0.75
492,881f99cdd1fffff,High Density,Apple,8,0.375
493,881f99cdd1fffff,High Density,Samsung,8,0.375
494,881f99cdd1fffff,High Density,Combined,8,0.5
495,881f99cdd5fffff,High Density,Apple,18,0.6666666666666666
496,881f99cdd5fffff,High Density,Samsung,18,0.7222222222222222
497,881f99cdd5fffff,High Density,Combined,18,0.7777777777777778
498,881f99cdd7fffff,High Density,Apple,9,1.0
499,881f99cdd7fffff,High Density,Samsung,9,1.0
500,881f99cdd7fffff,High Density,Combined,9,1.0
501,881f99cdddfffff,High Density,Apple,2,0.5
502,881f99cdddfffff,High Density,Samsung,2,1.0
503,881f99cdddfffff,High Density,Combined,2,1.0
504,881f99cd8bfffff,High Density,Apple,4,0.25
505,881f99cd8bfffff,High Density,Samsung,4,0.5
506,881f99cd8bfffff,High Density,Combined,4,0.5
507,881f99cd91fffff,High Density,Apple,1,1.0
508,881f99cd91fffff,High Density,Samsung,1,1.0
509,881f99cd91fffff,High Density,Combined,1,1.0
510,881f99cdd3fffff,High Density,Apple,2,1.0
511,881f99cdd3fffff,High Density,Samsung,2,1.0
512,881f99cdd3fffff,High Density,Combined,2,1.0
513,881f99d667fffff,High Density,Apple,17,0.8823529411764706
514,881f99d667fffff,High Density,Samsung,17,0.7647058823529411
515,881f99d667fffff,High Density,Combined,17,0.8823529411764706
516,881f99d663fffff,High Density,Apple,11,0.45454545454545453
517,881f99d663fffff,High Density,Samsung,11,0.45454545454545453
518,881f99d663fffff,High Density,Combined,11,0.5454545454545454
519,881f9d60c7fffff,High Density,Apple,13,0.9230769230769231
520,881f9d60c7fffff,High Density,Samsung,13,0.8461538461538461
521,881f9d60c7fffff,High Density,Combined,13,0.9230769230769231
522,881f9d608dfffff,High Density,Apple,10,0.3
523,881f9d608dfffff,High Density,Samsung,10,0.4
524,881f9d608dfffff,High Density,Combined,10,0.5
525,881f9d60c3fffff,High Density,Apple,4,1.0
526,881f9d60c3fffff,High Density,Samsung,4,1.0
527,881f9d60c3fffff,High Density,Combined,4,1.0
528,881faea829fffff,High Density,Apple,4,0.75
529,881faea829fffff,High Density,Samsung,4,1.0
530,881faea829fffff,High Density,Combined,4,1.0
531,881f154125fffff,High Density,Apple,22,0.18181818181818182
532,881f154125fffff,High Density,Samsung,22,0.09090909090909091
533,881f154125fffff,High Density,Combined,22,0.2727272727272727
534,881f154a59fffff,High Density,Apple,7,0.8571428571428571
535,881f154a59fffff,High Density,Samsung,7,0.0
536,881f154a59fffff,High Density,Combined,7,0.8571428571428571
537,881f1558b3fffff,High Density,Apple,5,0.2
538,881f1558b3fffff,High Density,Samsung,5,0.4
539,881f1558b3fffff,High Density,Combined,5,0.4
540,881f154a43fffff,High Density,Apple,15,0.2
541,881f154a43fffff,High Density,Samsung,15,0.13333333333333333
542,881f154a43fffff,High Density,Combined,15,0.26666666666666666
543,881f154135fffff,High Density,Apple,2,1.0
544,881f154135fffff,High Density,Samsung,2,0.0
545,881f154135fffff,High Density,Combined,2,1.0
546,881f154a01fffff,High Density,Apple,4,0.0
547,881f154a01fffff,High Density,Samsung,4,0.0
548,881f154a01fffff,High Density,Combined,4,0.0
549,881f115815fffff,High Density,Apple,2,1.0
550,881f115815fffff,High Density,Samsung,2,1.0
551,881f115815fffff,High Density,Combined,2,1.0
552,881facb663fffff,High Density,Apple,3,1.0
553,881facb663fffff,High Density,Samsung,3,0.6666666666666666
554,881facb663fffff,High Density,Combined,3,1.0
555,881facb601fffff,High Density,Apple,4,0.75
556,881facb601fffff,High Density,Samsung,4,0.5
557,881facb601fffff,High Density,Combined,4,0.75
558,881facb60bfffff,High Density,Apple,3,1.0
559,881facb60bfffff,High Density,Samsung,3,0.0
560,881facb60bfffff,High Density,Combined,3,1.0
561,881faeaa97fffff,High Density,Apple,1,1.0
562,881faeaa97fffff,High Density,Samsung,1,1.0
563,881faeaa97fffff,High Density,Combined,1,1.0
564,881fa19991fffff,High Density,Apple,3,0.6666666666666666
565,881fa19991fffff,High Density,Samsung,3,1.0
566,881fa19991fffff,High Density,Combined,3,1.0
567,881fa1999dfffff,High Density,Apple,3,0.3333333333333333
568,881fa1999dfffff,High Density,Samsung,3,0.3333333333333333
569,881fa1999dfffff,High Density,Combined,3,0.6666666666666666
570,881fa19995fffff,High Density,Apple,1,1.0
571,881fa19995fffff,High Density,Samsung,1,1.0
572,881fa19995fffff,High Density,Combined,1,1.0
573,881fa19983fffff,High Density,Apple,1,1.0
574,881fa19983fffff,High Density,Samsung,1,1.0
575,881fa19983fffff,High Density,Combined,1,1.0
576,881fa19981fffff,High Density,Apple,2,1.0
577,881fa19981fffff,High Density,Samsung,2,1.0
578,881fa19981fffff,High Density,Combined,2,1.0
579,881fa1993bfffff,High Density,Apple,1,1.0
580,881fa1993bfffff,High Density,Samsung,1,1.0
581,881fa1993bfffff,High Density,Combined,1,1.0
