,User,Country,Device,Time,Distance,Percentage
331,Rohail,UAE,Samsung,600,4.3,0.4982078853046595
332,Rohail,UAE,Combined,600,4.3,0.5734767025089605
333,Rohail,UAE,Apple,600,4.4,0.3870967741935484
334,Rohail,UAE,Samsung,600,4.4,0.4982078853046595
335,Rohail,UAE,Combined,600,4.4,0.5734767025089605
336,Rohail,UAE,Apple,600,4.5,0.3870967741935484
337,Rohail,UAE,Samsung,600,4.5,0.4982078853046595
338,Rohail,UAE,Combined,600,4.5,0.5734767025089605
339,Rohail,UAE,Apple,600,4.6000000000000005,0.3870967741935484
340,Rohail,UAE,Samsung,600,4.6000000000000005,0.4982078853046595
341,Rohail,UAE,Combined,600,4.6000000000000005,0.5734767025089605
342,Rohail,UAE,Apple,600,4.7,0.3870967741935484
343,Rohail,UAE,Samsung,600,4.7,0.4982078853046595
344,Rohail,UAE,Combined,600,4.7,0.5734767025089605
345,Rohail,UAE,Apple,600,4.800000000000001,0.3870967741935484
346,Rohail,UAE,Samsung,600,4.800000000000001,0.4982078853046595
347,Rohail,UAE,Combined,600,4.800000000000001,0.5734767025089605
348,Rohail,UAE,Apple,600,4.9,0.3870967741935484
349,Rohail,UAE,Samsung,600,4.9,0.4982078853046595
350,Rohail,UAE,Combined,600,4.9,0.5734767025089605
351,Rohail,UAE,Apple,600,5.0,0.3870967741935484
352,Rohail,UAE,Samsung,600,5.0,0.4982078853046595
353,Rohail,UAE,Combined,600,5.0,0.5734767025089605
354,Rohail,UAE,Apple,1800,0.01,0.24285714285714285
355,Rohail,UAE,Samsung,1800,0.01,0.4357142857142857
356,Rohail,UAE,Combined,1800,0.01,0.5214285714285715
357,Rohail,UAE,Apple,1800,0.02,0.3142857142857143
358,Rohail,UAE,Samsung,1800,0.02,0.5357142857142857
359,Rohail,UAE,Combined,1800,0.02,0.5857142857142857
360,Rohail,UAE,Apple,1800,0.03,0.39285714285714285
361,Rohail,UAE,Samsung,1800,0.03,0.55
362,Rohail,UAE,Combined,1800,0.03,0.5928571428571429
363,Rohail,UAE,Apple,1800,0.04,0.4142857142857143
364,Rohail,UAE,Samsung,1800,0.04,0.5714285714285714
365,Rohail,UAE,Combined,1800,0.04,0.6142857142857143
366,Rohail,UAE,Apple,1800,0.05,0.4357142857142857
367,Rohail,UAE,Samsung,1800,0.05,0.5714285714285714
368,Rohail,UAE,Combined,1800,0.05,0.6214285714285714
369,Rohail,UAE,Apple,1800,0.06,0.45714285714285713
370,Rohail,UAE,Samsung,1800,0.06,0.5857142857142857
371,Rohail,UAE,Combined,1800,0.06,0.65
372,Rohail,UAE,Apple,1800,0.07,0.4785714285714286
373,Rohail,UAE,Samsung,1800,0.07,0.5857142857142857
374,Rohail,UAE,Combined,1800,0.07,0.65
375,Rohail,UAE,Apple,1800,0.08,0.4785714285714286
376,Rohail,UAE,Samsung,1800,0.08,0.5857142857142857
377,Rohail,UAE,Combined,1800,0.08,0.65
378,Rohail,UAE,Apple,1800,0.09,0.4857142857142857
379,Rohail,UAE,Samsung,1800,0.09,0.5857142857142857
380,Rohail,UAE,Combined,1800,0.09,0.6571428571428571
381,Rohail,UAE,Apple,1800,0.1,0.4857142857142857
382,Rohail,UAE,Samsung,1800,0.1,0.5857142857142857
383,Rohail,UAE,Combined,1800,0.1,0.6571428571428571
384,Rohail,UAE,Apple,1800,0.2,0.5
385,Rohail,UAE,Samsung,1800,0.2,0.5857142857142857
386,Rohail,UAE,Combined,1800,0.2,0.6714285714285714
387,Rohail,UAE,Apple,1800,0.30000000000000004,0.5
388,Rohail,UAE,Samsung,1800,0.30000000000000004,0.5928571428571429
389,Rohail,UAE,Combined,1800,0.30000000000000004,0.6785714285714286
390,Rohail,UAE,Apple,1800,0.4,0.5
391,Rohail,UAE,Samsung,1800,0.4,0.5928571428571429
392,Rohail,UAE,Combined,1800,0.4,0.6785714285714286
393,Rohail,UAE,Apple,1800,0.5,0.5
394,Rohail,UAE,Samsung,1800,0.5,0.5928571428571429
395,Rohail,UAE,Combined,1800,0.5,0.6785714285714286
396,Rohail,UAE,Apple,1800,0.6000000000000001,0.5
397,Rohail,UAE,Samsung,1800,0.6000000000000001,0.5928571428571429
398,Rohail,UAE,Combined,1800,0.6000000000000001,0.6785714285714286
399,Rohail,UAE,Apple,1800,0.7000000000000001,0.5
400,Rohail,UAE,Samsung,1800,0.7000000000000001,0.5928571428571429
401,Rohail,UAE,Combined,1800,0.7000000000000001,0.6785714285714286
402,Rohail,UAE,Apple,1800,0.8,0.5
403,Rohail,UAE,Samsung,1800,0.8,0.5928571428571429
404,Rohail,UAE,Combined,1800,0.8,0.6785714285714286
405,Rohail,UAE,Apple,1800,0.9,0.5
406,Rohail,UAE,Samsung,1800,0.9,0.5928571428571429
407,Rohail,UAE,Combined,1800,0.9,0.6785714285714286
408,Rohail,UAE,Apple,1800,1.0,0.5071428571428571
409,Rohail,UAE,Samsung,1800,1.0,0.5928571428571429
410,Rohail,UAE,Combined,1800,1.0,0.6785714285714286
411,Rohail,UAE,Apple,1800,1.1,0.5071428571428571
412,Rohail,UAE,Samsung,1800,1.1,0.5928571428571429
413,Rohail,UAE,Combined,1800,1.1,0.6785714285714286
414,Rohail,UAE,Apple,1800,1.2000000000000002,0.5071428571428571
415,Rohail,UAE,Samsung,1800,1.2000000000000002,0.5928571428571429
416,Rohail,UAE,Combined,1800,1.2000000000000002,0.6785714285714286
417,Rohail,UAE,Apple,1800,1.3,0.5071428571428571
418,Rohail,UAE,Samsung,1800,1.3,0.5928571428571429
419,Rohail,UAE,Combined,1800,1.3,0.6785714285714286
420,Rohail,UAE,Apple,1800,1.4000000000000001,0.5071428571428571
421,Rohail,UAE,Samsung,1800,1.4000000000000001,0.5928571428571429
422,Rohail,UAE,Combined,1800,1.4000000000000001,0.6785714285714286
423,Rohail,UAE,Apple,1800,1.5,0.5071428571428571
424,Rohail,UAE,Samsung,1800,1.5,0.5928571428571429
425,Rohail,UAE,Combined,1800,1.5,0.6785714285714286
426,Rohail,UAE,Apple,1800,1.6,0.5071428571428571
427,Rohail,UAE,Samsung,1800,1.6,0.5928571428571429
428,Rohail,UAE,Combined,1800,1.6,0.6785714285714286
429,Rohail,UAE,Apple,1800,1.7000000000000002,0.5071428571428571
430,Rohail,UAE,Samsung,1800,1.7000000000000002,0.5928571428571429
431,Rohail,UAE,Combined,1800,1.7000000000000002,0.6785714285714286
432,Rohail,UAE,Apple,1800,1.8,0.5071428571428571
433,Rohail,UAE,Samsung,1800,1.8,0.5928571428571429
434,Rohail,UAE,Combined,1800,1.8,0.6785714285714286
435,Rohail,UAE,Apple,1800,1.9000000000000001,0.5071428571428571
436,Rohail,UAE,Samsung,1800,1.9000000000000001,0.5928571428571429
437,Rohail,UAE,Combined,1800,1.9000000000000001,0.6785714285714286
438,Rohail,UAE,Apple,1800,2.0,0.5071428571428571
439,Rohail,UAE,Samsung,1800,2.0,0.5928571428571429
440,Rohail,UAE,Combined,1800,2.0,0.6785714285714286
441,Rohail,UAE,Apple,1800,2.1,0.5071428571428571
442,Rohail,UAE,Samsung,1800,2.1,0.5928571428571429
443,Rohail,UAE,Combined,1800,2.1,0.6785714285714286
444,Rohail,UAE,Apple,1800,2.2,0.5071428571428571
445,Rohail,UAE,Samsung,1800,2.2,0.5928571428571429
446,Rohail,UAE,Combined,1800,2.2,0.6785714285714286
447,Rohail,UAE,Apple,1800,2.3000000000000003,0.5071428571428571
448,Rohail,UAE,Samsung,1800,2.3000000000000003,0.5928571428571429
449,Rohail,UAE,Combined,1800,2.3000000000000003,0.6785714285714286
450,Rohail,UAE,Apple,1800,2.4000000000000004,0.5071428571428571
451,Rohail,UAE,Samsung,1800,2.4000000000000004,0.5928571428571429
452,Rohail,UAE,Combined,1800,2.4000000000000004,0.6785714285714286
453,Rohail,UAE,Apple,1800,2.5,0.5071428571428571
454,Rohail,UAE,Samsung,1800,2.5,0.5928571428571429
455,Rohail,UAE,Combined,1800,2.5,0.6785714285714286
456,Rohail,UAE,Apple,1800,2.6,0.5071428571428571
457,Rohail,UAE,Samsung,1800,2.6,0.5928571428571429
